項目物理名,項目論理名,ドメイン物理名,ドメイン論理名,データ型,全体桁数,小数桁数,コンディション物理名,コンディション論理名,備考,登録担当者,登録日付,更新担当者,更新時間
"NOUHINZI_RUISIN_NEBIKI","納品時_累進_値引","","","X","2","0","","","","fsol10","2008/07/16 14:41:50","fsol10","2008/07/16 14:41:50"
"NOUKIN_KIN12","納金_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"NOUNYU_SAGYOU_KAISYA_CD","納入_作業_会社_コード","","","X","5","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"NOUNYU_YOTEI_BI","納入_予定_日","","","X","8","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"NOUSEIZI_TEIRITU_NEBIKI_FROM","納品請求時_定率_値引_ＦＲＯＭ","NEBIKI_RITU","値引率","9","4","2","","","","fsol10","2008/07/16 14:42:25","wt02","2009/10/30 14:09:26"
"NOUSEIZI_TEIRITU_NEBIKI_TO","納品請求時_定率_値引_ＴＯ","NEBIKI_RITU","値引率","9","4","2","","","","fsol10","2008/07/16 14:42:48","wt02","2009/10/30 14:09:26"
"NYUKIN_BI","入金_日","","","X","8","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"NYUKIN_BI_FROM","入金_日_ＦＲＯＭ","","","X","8","0","","","","fsol10","2011/01/11 11:11:58","fsol10","2011/01/11 11:11:58"
"NYUKIN_BI_TO","入金_日_ＴＯ","","","X","8","0","","","","fsol10","2011/01/11 11:12:19","fsol10","2011/01/11 11:12:19"
"NYUKIN_BUSYO_CD","入金_部署_コード","","","X","5","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"NYUKIN_BUSYO_NM_RYAKU","入金_部署_名称_略","","","N","20","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"NYUKIN_DENPYOU_BIKOU","入金_伝票_備考","","","N","80","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"NYUKIN_FILENAME","入金_ファイル名","","","N","255","0","","","","fsol05","2010/10/07 19:23:41","fsol10","2010/12/22 16:50:37"
"NYUKIN_GOUKEI_KIN12","入金_合計_金額12","","","9","12","0","","","","fsol10","2010/10/26 20:14:23","fsol10","2010/10/26 20:14:23"
"NYUKIN_IN_BUSYO","入金_入力_部署","","","N","27","0","","","","fsol10","2011/01/11 11:33:59","fsol10","2011/01/11 11:33:59"
"NYUKIN_IN_BUSYO_CD","入金_入力_部署_コード","","","X","5","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"NYUKIN_IN_BUSYO_NM_RYAKU","入金_入力_部署_名称_略","","","N","20","0","","","","fsol10","2011/01/11 11:20:25","fsol10","2011/01/11 11:20:25"
"NYUKIN_KBN","入金_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"NYUKIN_KBN_NM","入金_区分_名称","","","X","4","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"NYUKIN_KEI_SIMEBI","入金_系_締日","","","X","8","0","","","","base09","2008/12/05 14:46:04","base09","2008/12/05 14:49:25"
"NYUKIN_KENSU","入金_件数","","","9","3","0","","","","fsol05","2009/04/13 15:58:44","fsol05","2009/04/13 15:58:44"
"NYUKIN_KIN12","入金_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"NYUKIN_KIN12_FROM","入金_金額12_ＦＲＯＭ","","","9","12","0","","","","fsol10","2011/01/11 11:14:43","fsol10","2011/01/11 11:14:43"
"NYUKIN_KIN12_TO","入金_金額12_ＴＯ","","","9","12","0","","","","fsol10","2011/01/11 11:15:56","fsol10","2011/01/11 11:15:56"
"NYUKIN_KINGAKU","入金_金額","KINGAKU8","金額8","9","8","0","","","","sis05","2008/07/04 10:33:16","wt02","2009/10/30 14:10:30"
"NYUKIN_KINGAKU_GOUKEI","入金_金額_合計","","","9","8","0","","","","fsol05","2009/04/13 15:59:31","fsol05","2009/04/13 15:59:31"
"NYUKIN_MOTO_KBN","入金_元_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"NYUKIN_MOTO_SINSEI_NO","入金_元_申請_番号","","","X","16","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"NYUKIN_NAIYOU_CD","入金_内容_コード","","","X","2","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"NYUKIN_NAIYOU_NM","入金_内容_名称","","","N","50","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"NYUKIN_SAGAKU","入金_差額","","","9","12","0","","","","fsol10","2011/01/04 17:19:04","fsol10","2011/01/04 17:19:04"
"NYUKO_BI","入庫_日","","","X","8","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"NYUSYA_YMD","入社_年月日","","","X","8","0","","","","fsol10","2008/04/22 09:21:42","fsol09","2008/04/24 13:45:00"
"OBOEGAKI_EDABAN","覚書_枝番","","","9","2","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OBOEGAKI_GYOU_TUIKA_KBN","覚書_行_追加_区分","","","X","1","0","","","0:追加不可 1:追加可","fsol07","2011/02/24 18:40:13","fsol07","2011/02/24 18:40:13"
"OBOEGAKI_HIMOKU_CD","覚書_費目_コード","","","X","5","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OBOEGAKI_HIMOKU_NM","覚書_費目_名称","","","N","40","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OBOEGAKI_HIMOKU_SYOUSAI_CD","覚書_費目_詳細_コード","","","X","3","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OBOEGAKI_HIMOKU_SYOUSAI_NM","覚書_費目_詳細_名称","","","N","40","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OBOEGAKI_KIKAN_END_BI","覚書_期間_終了_日","","","X","8","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OBOEGAKI_KIKAN_IN_KBN","覚書_期間_入力_区分","","","X","1","0","","","0:設定不可 1:必須 2:任意","fsol07","2011/02/24 18:59:22","fsol07","2011/02/24 19:00:28"
"OBOEGAKI_KIKAN_START_BI","覚書_期間_開始_日","","","X","8","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OBOEGAKI_KIKAN_TUKISU","覚書_期間_月数","","","9","2","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"OBOEGAKI_KINGAKU_CALC_HOUHOU","覚書_金額_計算_方法","","","X","1","0","","","0:請求 1:固定 2:売上連動 9:対象外","fsol07","2011/03/01 09:07:36","fsol07","2011/03/01 09:15:32"
"OBOEGAKI_MEI_KANRI_KBN","覚書_明細_管理_区分","","","X","1","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OBOEGAKI_MEI_KANRI_KBN_NM","覚書_明細_管理_区分_名称","","","N","4","0","","","","fsol12","2011/03/04 18:43:53","fsol12","2011/03/04 18:43:53"
"OBOEGAKI_MEI_KBN","覚書_明細_区分","","","X","1","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OBOEGAKI_MEI_KBN_NM","覚書_明細_区分_名称","","","N","12","0","","","","fsol12","2011/03/04 18:42:20","fsol12","2011/03/04 18:42:20"
"OBOEGAKI_MEI_NO","覚書_明細_番号","","","9","4","0","","","","fsol07","2011/01/19 14:43:40","fsol07","2011/01/19 14:43:40"
"OBOEGAKI_MEI_SENTAKU_KBN","覚書_明細_選択_区分","","","X","1","0","","","0:なし 1:ロケ 2:得意先 ' ':全て選択可 NULL:設定不可","fsol07","2011/02/24 18:51:13","fsol07","2011/02/24 18:51:13"
"OBOEGAKI_NAIYOU","覚書_内容","","","N","60","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OBOEGAKI_NAIYOU_MEI_SU_KBN","覚書_内容_明細_数_区分","","","X","1","0","","","0:複数なし 1:複数あり","fsol07","2011/02/24 18:42:53","fsol07","2011/02/24 18:44:06"
"OBOEGAKI_NAIYOU_TOUROKU_KBN","覚書_内容_登録_区分","","","X","1","0","","","","fsol12","2011/03/04 18:39:20","fsol12","2011/03/04 18:39:20"
"OBOEGAKI_NM","覚書_名称","","","N","70","0","","","","lpa01","2008/06/02 09:46:34","lpa01","2008/06/02 09:46:34"
"OBOEGAKI_NO","覚書_番号","","","X","19","0","","","","sis01","2008/04/25 12:14:24","sis01","2008/04/25 12:14:24"
"OBOEGAKI_NO_1","覚書_番号_１","","","X","3","0","","","","fsol05","2009/04/14 09:19:29","fsol05","2009/04/14 09:19:29"
"OBOEGAKI_NO_2","覚書_番号_２","","","X","5","0","","","","fsol05","2009/04/14 09:20:08","fsol05","2009/04/14 09:20:08"
"OBOEGAKI_NO_3","覚書_番号_３","","","X","2","0","","","","fsol05","2009/04/14 09:20:42","fsol05","2009/04/14 09:20:42"
"OBOEGAKI_NO_4","覚書_番号_４","","","X","3","0","","","","fsol05","2009/04/14 09:21:15","fsol05","2009/04/14 09:21:15"
"OBOEGAKI_NO_5","覚書_番号_５","","","X","2","0","","","","fsol05","2009/04/14 09:22:13","fsol05","2009/04/14 09:22:13"
"OBOEGAKI_NO16","覚書_番号16","","","X","16","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OBOEGAKI_SEIGYO_SYUBETU","覚書_制御_種別","","","X","1","0","","","L:ロケ T:得意先 C:共通","fsol07","2011/02/24 18:36:02","fsol07","2011/02/24 20:03:32"
"OBOEGAKI_SETTI_DAISU","覚書_設置_台数","","","9","4","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OBOEGAKI_SETTI_ZYOUKEN_KBN","覚書_設置_条件_区分","","","X","1","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OBOEGAKI_SETTI_ZYOUKEN_SENTAKU","覚書_設置_条件_選択","","","X","1","0","","","0:なし 1:あり ' ':全て選択可 NULL:設定不可","fsol07","2011/02/24 19:04:52","fsol07","2011/02/24 19:04:52"
"OBOEGAKI_SIHA_HOUHOU_KBN","覚書_支払_方法_区分","","","X","1","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OBOEGAKI_SIHA_HOUHOU_KBN_NM","覚書_支払_方法_区分_名称","","","N","20","0","","","","fsol12","2011/03/04 18:41:55","fsol12","2011/03/04 18:41:55"
"OBOEGAKI_SIHA_SENTAKU_KBN","覚書_支払_選択_区分","","","X","1","0","","","0:支払なし 1:覚書支払 2:総括(支払先) 3:総括(請求先) ' ':全て選択可 NULL:設定不可","fsol07","2011/02/24 18:48:17","fsol07","2011/02/24 18:48:58"
"OBOEGAKI_SIHA_ZYOUKEN_IN_KBN_1","覚書_支払_条件_入力_区分_１","","","X","1","0","","","L:ロケ T:得意先 C:共通","fsol07","2011/02/24 20:24:48","fsol07","2011/02/24 20:24:48"
"OBOEGAKI_SIHA_ZYOUKEN_IN_KBN_2","覚書_支払_条件_入力_区分_２","","","X","1","0","","","L:ロケ T:得意先 C:共通","fsol07","2011/02/24 20:25:53","fsol07","2011/02/24 20:25:53"
"OBOEGAKI_SIHA_ZYOUKEN_IN_KBN_3","覚書_支払_条件_入力_区分_３","","","X","1","0","","","L:ロケ T:得意先 C:共通","fsol07","2011/02/24 20:27:09","fsol07","2011/02/24 20:27:09"
"OBOEGAKI_SIHA_ZYOUKEN_IN_KBN_4","覚書_支払_条件_入力_区分_４","","","X","1","0","","","L:ロケ T:得意先 C:共通","fsol07","2011/02/24 21:02:28","fsol07","2011/02/24 21:02:28"
"OBOEGAKI_SIHA_ZYOUKEN_IN_KBN_5","覚書_支払_条件_入力_区分_５","","","X","1","0","","","L:ロケ T:得意先 C:共通","fsol07","2011/02/24 21:03:19","fsol07","2011/02/24 21:03:19"
"OBOEGAKI_SIHA_ZYOUKEN_IN_KBN_6","覚書_支払_条件_入力_区分_６","","","X","1","0","","","L:ロケ T:得意先 C:共通","fsol07","2011/02/24 21:04:55","fsol07","2011/02/24 21:04:55"
"OBOEGAKI_SIHA_ZYOUKEN_IN_KBN_7","覚書_支払_条件_入力_区分_７","","","X","1","0","","","L:ロケ T:得意先 C:共通","fsol07","2011/02/24 21:05:48","fsol07","2011/02/24 21:05:48"
"OBOEGAKI_SIHA_ZYOUKEN_IN_KBN_8","覚書_支払_条件_入力_区分_８","","","X","1","0","","","L:ロケ T:得意先 C:共通","fsol07","2011/02/24 21:06:45","fsol07","2011/02/24 21:06:45"
"OBOEGAKI_SIHA_ZYOUKEN_IN_KBN_9","覚書_支払_条件_入力_区分_９","","","X","1","0","","","L:ロケ T:得意先 C:共通","fsol07","2011/02/24 21:07:37","fsol07","2011/02/24 21:07:37"
"OBOEGAKI_SIHA_ZYOUKEN_KBN","覚書_支払_条件_区分","","","X","1","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OBOEGAKI_SOUKATU_SIHA_KBN","覚書_総括_支払_区分","","","X","1","0","","","0:通常 1:総括","fsol07","2011/02/24 18:46:42","fsol07","2011/02/24 18:46:42"
"OBOEGAKI_SYOSIKI_KBN","覚書_書式_区分","","","X","1","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OBOEGAKI_SYOSIKI_KBN_NM","覚書_書式_区分_名称","","","N","6","0","","","","fsol12","2011/03/04 18:42:49","fsol12","2011/03/04 18:42:49"
"OBOEGAKI_TOKKI_ZIKOU","覚書_特記_事項","","","N","130","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OBOEGAKI_TORIKAWASI_KBN","覚書_取交_区分","","","X","1","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OBOEGAKI_TORIKAWASI_KBN_NM","覚書_取交_区分_名称","","","N","6","0","","","","fsol12","2011/03/04 18:43:21","fsol12","2011/03/04 18:43:21"
"OBOEGAKI_TOUROKU_SAKI_CD","覚書_登録_先_コード","","","X","9","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"OBOEGAKI_TOUROKU_SAKI_KBN","覚書_登録_先_区分","","","X","1","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OBOEGAKI_TOUROKU_SAKI_KBN_NM","覚書_登録_先_区分_名称","","","N","20","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"OBOEGAKI_TOUROKU_SAKI_NM","覚書_登録_先_名称","","","N","60","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"OBOEGAKI_TOUROKU_SAKI_SENTAKU","覚書_登録_先_選択","","","X","1","0","","","0:なし 1:広域企業G 2:広域企業SG 3:広域企業 4:得意先 ' ':全て選択可 NULL:設定不可","fsol07","2011/02/24 18:56:14","fsol07","2011/02/24 18:57:09"
"OBOEGAKI_UMU_KBN","覚書_有無_区分","","","X","1","0","","","","fsol07","2011/02/01 20:21:44","fsol07","2011/02/01 20:21:44"
"OBOEGAKI_UMU_KBN_NM","覚書_有無_区分_名称","","","N","4","0","","","","fsol07","2011/02/01 20:22:27","fsol07","2011/02/01 20:22:27"
"OBOEGAKI_YOUSIKI","覚書_様式","","","X","6","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"OBOEGAKI_YOUSIKI_NM","覚書_様式_名称","","","N","40","0","","","","fsol05","2009/04/16 19:44:10","fsol05","2009/04/16 19:44:10"
"OBOEGAKI_YOUSIKI_NM70","覚書_様式_名称70","","","N","70","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OFFLINE_SYSTEM_PASS","オフライン_システム_パスワード","","","X","10","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"OKURIZYOU_NM","送り状_名称","","","N","40","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"OKURIZYOU_NM_KANA","送り状_名称_カナ","","","N","40","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"OKURIZYOU_NM_RYAKU","送り状_名称_略","","","N","30","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"OKURIZYOU_POST_NO","送り状_郵便_番号","","","X","8","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"OKURIZYOU_TEL_NO","送り状_電話_番号","","","X","20","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"OKURIZYOU_TIKU_CD","送り状_地区_コード","","","X","5","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"OKURIZYOU_ZYUSYO1","送り状_住所１","","","N","40","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"OKURIZYOU_ZYUSYO2","送り状_住所２","","","N","40","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"OLD_DAISU","中古_台数","","","9","2","0","","","","fsol05","2009/04/13 14:39:21","fsol05","2009/04/13 14:39:21"
"OLD_GETUGAKU","中古_月額","","","9","8","0","","","","fsol05","2009/04/13 14:41:32","fsol05","2009/04/13 14:41:32"
"OLD_KENSU","中古_件数","","","9","2","0","","","","fsol05","2009/04/13 14:38:47","fsol05","2009/04/13 14:38:47"
"OLD_KIZYUN_KAKAKU_HANTEI","中古_基準_価格_判定","","","X","1","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"OLD_SETTI_HIKIAGE_KINGAKU","中古_設置_引上_金額","","","9","8","0","","","","fsol05","2009/04/13 15:29:06","fsol05","2009/04/13 15:29:06"
"OLD_SOUGAKU","中古_総額","","","9","8","0","","","","fsol05","2009/04/13 14:42:05","fsol05","2009/04/13 14:42:05"
"ONLINE_CENTER_PASS","オンライン_センター_パスワード","","","X","10","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"OROSI_GOUKEI_KIN12","卸_合計_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"OROSI_HATARI","卸_本当り","TANKA","単価","9","8","2","","","","lpa01","2008/06/02 13:18:58","wt02","2009/10/30 09:28:40"
"OROSI_KABUSOKU_KIN12","卸_過不足_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"OROSI_MATTAN_ZYOUKEN","卸_末端_条件","","","X","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"OROSI_MATTAN_ZYOUKEN_NM","卸_末端_条件_名称","","","N","8","0","","","","fsol05","2009/04/14 09:37:43","fsol05","2009/04/14 09:37:43"
"OROSI_NIKKEIHYOU_OUT_TM","卸_日計表_出力_時間","","","X","14","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"OROSI_NOUKIN_KIN12","卸_納金_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"OROSI_RYOUKIN","卸_料金","","","9","8","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"OROSI_SISYUTU_KIN12_1","卸_支出_金額12_１","","","9","12","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"OROSI_SISYUTU_KIN12_2","卸_支出_金額12_２","","","9","12","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"OROSI_SISYUTU_KIN12_3","卸_支出_金額12_３","","","9","12","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"OROSI_SISYUTU_KIN12_4","卸_支出_金額12_４","","","9","12","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"OROSI_SISYUTU_KIN12_5","卸_支出_金額12_５","","","9","12","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"OROSI_SISYUTU_KIN12_6","卸_支出_金額12_６","","","9","12","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"OROSI_SYUNYU_KIN12","卸_収入_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"OROSI_TEIRITU","卸_定率","REBETE_RITU","リベート率","9","4","2","","","","lpa01","2008/06/02 13:17:28","wt02","2009/10/30 14:12:01"
"OUT_KBN","出力_区分","","","X","4","0","","","","sis05","2008/07/01 10:38:16","sis05","2008/07/01 10:38:16"
"OUT_NO","出力_番号","","","X","7","0","","","","fsol10","2008/06/17 18:18:43","fsol10","2008/06/17 18:18:43"
"OUT_SORT","出力_順番","","","9","3","0","","","","fsol10","2008/04/22 23:28:23","fsol09","2008/04/24 13:31:10"
"OUT_SORT_KBN","出力_順番_区分","","","X","1","0","","","","fsol10","2011/01/13 18:36:07","fsol10","2011/01/13 18:36:07"
"OUT_TANI","出力_単位","","","X","1","0","","","","sis01","2008/04/25 12:14:26","sis01","2008/04/25 12:14:26"
"OUT_TANKA","出力_単価","TANKA","単価","9","8","2","","","","sis01","2008/04/25 12:14:26","wt02","2009/10/30 14:14:43"
"OUT_ZYOUKEN","出力_条件","","","X","1","0","","","","fsol05","2009/04/13 16:15:54","fsol05","2009/04/13 16:15:54"
"OYA_OBOEGAKI_NM","親_覚書_名称","","","N","70","0","","","","fsol12","2011/03/04 18:40:37","fsol12","2011/03/04 18:40:37"
"OYA_OBOEGAKI_NO","親_覚書_番号","","","X","16","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"OYA_OBOEGAKI_SETTEI_KBN","親_覚書_設定_区分","","","X","1","0","","","0:設定不可 1:設定可","fsol07","2011/02/24 18:45:45","fsol07","2011/02/24 18:45:45"
"OYAKO_CALC_HOUHOU_KBN","親子_計算_方法_区分","","","X","1","0","","","","lpa01","2008/05/13 10:45:28","lpa01","2008/08/18 18:25:02"
"OYAKO_CALC_HOUHOU_KBN_NM","親子_計算_方法_区分_名称","","","N","4","0","","","","lpa01","2008/09/09 11:41:46","lpa01","2008/09/09 11:41:46"
"OYAKO_KBN","親子_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"OYAKO_KBN_NM","親子_区分_名称","","","N","2","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"OYAKO_SETTEI_SAKI_UMU_KBN","親子_設定_先_有無_区分","","","X","1","0","","","","lpa00","2008/07/10 12:04:08","lpa00","2008/07/10 12:04:08"
"OYAKO_SETTEI_SAKI_UMU_KBN_NM","親子_設定_先_有無_区分_名称","","","N","4","0","","","","lpa00","2008/07/10 12:04:44","lpa00","2008/07/11 16:37:53"
"PALLET_SEKISU","パレット_積数","","","9","4","0","","","","sis01","2008/04/25 12:14:23","sis01","2008/04/25 12:14:23"
"PASS_HENKOU_HIDUKE","パスワード_変更_日付","YYYYMMDD","年月日8","X","8","0","","","","fsol10","2008/04/25 14:29:23","wt02","2009/10/30 14:15:35"
"PERCENT","％","","","X","0","0","","","","fsol14","2008/10/17 15:35:32","fsol14","2009/01/05 17:16:39"
"PG_ID","プログラム_ＩＤ","","","X","8","0","","","","wt03","2008/08/08 16:17:12","wt03","2008/08/08 16:17:12"
"POST_NO","郵便_番号","","","X","8","0","","","","fsol10","2008/04/22 23:10:04","fsol10","2008/07/16 11:42:53"
"POST_NO_ERR_MSG_CD","郵便_番号_エラー_メッセージ_コード","","","X","5","0","","","","fsol09","2008/12/19 20:06:58","fsol09","2008/12/19 20:06:58"
"POST_NO_ERR_VAL","郵便_番号_エラー_値","","","N","256","0","","","","fsol09","2008/12/19 20:08:42","fsol09","2009/03/23 16:06:58"
"POST_NO_HOSOKU","郵便_番号_補足","","","N","14","0","","","","lpa02","2009/03/26 20:13:33","lpa02","2009/03/26 20:13:33"
"PRT_BI","印刷_日","","","X","8","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"PRT_KBN","印刷_区分","","","X","1","0","","","","base08","2008/12/05 16:18:13","base08","2008/12/05 16:18:13"
"PRT_TAISYOU","印刷_対象","","","X","1","0","","","","fsol05","2009/04/13 16:20:07","fsol05","2009/04/13 16:20:07"
"PRT_TEHAI_KBN","印刷_手配_区分","","","X","1","0","","","","fsol05","2009/04/14 09:53:51","fsol05","2009/04/14 09:53:51"
"PST_IN_KANOU_TUKISU","過去_入力_可能_月数","","","9","2","0","","","","fsol10","2011/01/04 16:17:29","fsol10","2011/01/04 16:17:29"
"RACK_GOUKEI","ラック_合計","","","9","5","0","","","","fsol05","2009/04/14 09:55:24","fsol05","2009/04/14 09:55:24"
"RACK_SURYOU_01","ラック_数量_０１","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:17:19"
"RACK_SURYOU_02","ラック_数量_０２","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:17:29"
"RACK_SURYOU_03","ラック_数量_０３","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:17:38"
"RACK_SURYOU_04","ラック_数量_０４","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:18:10"
"RACK_SURYOU_05","ラック_数量_０５","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:18:18"
"RACK_SURYOU_06","ラック_数量_０６","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:18:25"
"RACK_SURYOU_07","ラック_数量_０７","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:18:32"
"RACK_SURYOU_08","ラック_数量_０８","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:18:38"
"RACK_SURYOU_09","ラック_数量_０９","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:18:44"
"RACK_SURYOU_10","ラック_数量_１０","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:18:51"
"RACK_SURYOU_11","ラック_数量_１１","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:18:58"
"RACK_SURYOU_12","ラック_数量_１２","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:19:04"
"RACK_SURYOU_13","ラック_数量_１３","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:19:13"
"RACK_SURYOU_14","ラック_数量_１４","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:19:21"
"RACK_SURYOU_15","ラック_数量_１５","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:19:29"
"RACK_SURYOU_16","ラック_数量_１６","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:19:34"
"RACK_SURYOU_17","ラック_数量_１７","","","9","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/04/01 11:19:42"
