エンティティ物理名,エンティティ論理名,インデックス物理名,インデックス論理名,インデックスタイプID,エンティティ項目物理名,エンティティ項目論理名,項目順序,登録担当者,登録日付,更新担当者,更新時間
"ZT_ZAIKOKI_IKAN","在庫機移管データ","XPKZT_ZAIKOKI_IKAN","XPK在庫機移管データ","PK","MEI_NO","明細_番号","2","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 14:16:22"
"ZT_ZIHANKI_HAIKI_HED","自販機廃棄データ_ヘッダ","IX_ZT_ZIHANKI_HAIKI_HED01","IX_ZT_ZIHANKI_HAIKI_HED01","IE","SIHA_SIME_KBN","支払_締_区分","1","fsol05","2009/10/26 18:22:19","fsol05","2009/10/26 18:22:19"
"ZT_ZIHANKI_HAIKI_HED","自販機廃棄データ_ヘッダ","IX_ZT_ZIHANKI_HAIKI_HED01","IX_ZT_ZIHANKI_HAIKI_HED01","IE","DENPYOU_BI","伝票_日","2","fsol05","2009/10/26 18:22:19","fsol05","2009/10/26 18:22:19"
"ZT_ZIHANKI_HAIKI_HED","自販機廃棄データ_ヘッダ","PK_ZT_ZIHANKI_HAIKI_HED","XPK自販機廃棄データ_ヘッダ","PK","ZIHANKI_HIKIWATASI_NO","自販機_引渡_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 14:07:27"
"ZT_ZIHANKI_HAIKI_MEI","自販機廃棄データ_明細","IX_ZT_ZIHANKI_HAIKI_MEI01","IX_ZT_ZIHANKI_HAIKI_MEI01","IE","KANRI_HYOU_NO","管理_票_番号","1","fsol05","2009/10/30 18:41:42","fsol05","2009/10/30 18:41:42"
"ZT_ZIHANKI_HAIKI_MEI","自販機廃棄データ_明細","PK_ZT_ZIHANKI_HAIKI_MEI","XPK自販機廃棄データ_明細","PK","ZIHANKI_HIKIWATASI_NO","自販機_引渡_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 14:07:40"
"ZT_ZIHANKI_HAIKI_MEI","自販機廃棄データ_明細","PK_ZT_ZIHANKI_HAIKI_MEI","XPK自販機廃棄データ_明細","PK","MEI_NO","明細_番号","2","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 14:07:40"
"ZT_ZIHANKI_IDOU_HIS","自販機移動履歴データ","PK_ZT_ZIHANKI_IDOU_HIS","XPK自販機移動履歴データ","PK","KANRI_HYOU_NO","管理_票_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:14:23"
"ZT_ZIHANKI_IDOU_HIS","自販機移動履歴データ","PK_ZT_ZIHANKI_IDOU_HIS","XPK自販機移動履歴データ","PK","HANSU","版数","2","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:14:23"
"ZT_ZIHANKI_IDOU_HIS","自販機移動履歴データ","IX_ZT_ZIHANKI_IDOU_HIS01","IX_ZT_ZIHANKI_IDOU_HIS01","IE","LOCATION_CD","ロケーション_コード","1","fsol05","2009/06/12 15:45:12","fsol05","2009/06/12 15:45:12"
"ZT_ZIHANKI_KEIYAKU","自販機契約データ","PK_ZT_ZIHANKI_KEIYAKU","XPK自販機契約データ","PK","KEIYAKUSYO_NO","契約書_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/10 17:20:25"
"ZT_ZIHANKI_KEIYAKU","自販機契約データ","PK_ZT_ZIHANKI_KEIYAKU","XPK自販機契約データ","PK","ZISYA_NO","自社_番号","2","fsol05","2009/03/19 15:34:30","fsol14","2009/12/10 17:20:25"
"ZT_ZIHANKI_KEIYAKU","自販機契約データ","IX_ZT_ZIHANKI_KEIYAKU01","IX_ZT_ZIHANKI_KEIYAKU01","IE","SETTI_IRAISYO_NO","設置_依頼書_番号","1","fsol05","2009/09/03 19:58:15","fsol05","2009/09/03 19:58:15"
"ZT_ZIHANKI_KEIYAKU","自販機契約データ","IX_ZT_ZIHANKI_KEIYAKU02","IX_ZT_ZIHANKI_KEIYAKU02","IE","OBOEGAKI_NO","覚書_番号","1","fsol05","2009/09/03 19:58:42","fsol05","2009/09/03 19:58:42"
"ZT_ZIHANKI_KEIYAKU","自販機契約データ","IX_ZT_ZIHANKI_KEIYAKU03","IX_ZT_ZIHANKI_KEIYAKU03","IE","TOK_CD","得意先_コード","1","fsol05","2009/09/03 19:59:11","fsol05","2009/09/03 19:59:11"
"ZT_ZIHANKI_KEIYAKU","自販機契約データ","IX_ZT_ZIHANKI_KEIYAKU04","IX_ZT_ZIHANKI_KEIYAKU04","IE","KANRI_HYOU_NO","管理_票_番号","1","fsol05","2009/09/03 20:00:12","fsol05","2009/09/03 20:00:12"
"ZT_ZIHANKI_KEIYAKU","自販機契約データ","IX_ZT_ZIHANKI_KEIYAKU05","IX_ZT_ZIHANKI_KEIYAKU05","IE","KANRI_BUSYO_CD","管理_部署_コード","1","fsol05","2009/09/03 20:01:00","fsol05","2009/09/03 20:01:00"
"ZT_ZIHANKI_KEIYAKU","自販機契約データ","IX_ZT_ZIHANKI_KEIYAKU06","IX_ZT_ZIHANKI_KEIYAKU06","IE","KEIYAKU_IN_BI","契約_入力_日","1","fsol05","2009/10/26 11:48:21","fsol05","2009/10/26 13:07:06"
"ZT_ZIHANKI_KEIYAKU","自販機契約データ","IX_ZT_ZIHANKI_KEIYAKU07","IX_ZT_ZIHANKI_KEIYAKU07","IE","KISETU_KANRI_HYOU_NO","既設_管理_票_番号","1","fsol05","2009/10/30 17:42:13","fsol05","2009/10/30 17:42:13"
"ZT_ZIHANKI_KEIYAKU","自販機契約データ","IX_ZT_ZIHANKI_KEIYAKU08","IX_ZT_ZIHANKI_KEIYAKU08","IE","DAITAI_MOTO_KANRI_HYOU_NO","代替_元_管理_票_番号","1","fsol05","2009/10/30 17:42:47","fsol05","2009/10/30 17:42:47"
"ZT_ZIKO_HOUKOKUSYO","事故報告書データ","PK_ZT_ZIKO_HOUKOKUSYO","XPK事故報告書データ","PK","ZIKO_HOUKOKUSYO_NO","事故_報告書_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 14:05:58"
"ZT_ZIKO_HOUKOKUSYO","事故報告書データ","IX_ZT_ZIKO_HOUKOKUSYO01","IX_ZT_ZIKO_HOUKOKUSYO01","IE","SYURI_IRAISYO_NO","修理_依頼書_番号","1","fsol05","2009/06/12 20:54:27","fsol05","2009/06/12 20:54:27"
"ZT_ZIKO_HOUKOKUSYO","事故報告書データ","IX_ZT_ZIKO_HOUKOKUSYO02","IX_ZT_ZIKO_HOUKOKUSYO02","IE","KANRI_HYOU_NO","管理_票_番号","1","fsol05","2009/10/30 18:44:17","fsol05","2009/10/30 18:44:17"
"ZT_ZYUKI_HONTAI_MEI","什器本体明細データ","IX_ZT_ZYUKI_HONTAI_MEI01","IX_ZT_ZYUKI_HONTAI_MEI01","IE","HUTAN_BUSYO_CD","負担_部署_コード","1","fsol05","2009/10/26 17:18:07","fsol05","2009/10/26 17:18:07"
"ZT_ZYUKI_HONTAI_MEI","什器本体明細データ","IX_ZT_ZYUKI_HONTAI_MEI01","IX_ZT_ZYUKI_HONTAI_MEI01","IE","SIHA_SIME_KBN","支払_締_区分","2","fsol05","2009/10/26 17:18:07","fsol05","2009/10/26 17:18:07"
"ZT_ZYUKI_HONTAI_MEI","什器本体明細データ","IX_ZT_ZYUKI_HONTAI_MEI02","IX_ZT_ZYUKI_HONTAI_MEI02","IE","TEHAI_GYOUSYA_CD","手配_業者_コード","1","fsol05","2009/10/26 17:18:39","fsol05","2009/10/26 17:18:39"
"ZT_ZYUKI_HONTAI_MEI","什器本体明細データ","IX_ZT_ZYUKI_HONTAI_MEI02","IX_ZT_ZYUKI_HONTAI_MEI02","IE","SIHA_SIME_KBN","支払_締_区分","2","fsol05","2009/10/26 17:18:39","fsol05","2009/10/26 17:18:39"
"ZT_ZYUKI_HONTAI_MEI","什器本体明細データ","PK_ZT_ZYUKI_HONTAI_MEI","XPK什器本体明細データ","PK","SETTI_IRAISYO_NO","設置_依頼書_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:15:59"
"ZT_ZYUKI_SETTI_INFO","什器設置情報データ","IX_ZT_ZYUKI_SETTI_INFO01","IX_ZT_ZYUKI_SETTI_INFO01","IE","IDOU_TOK_CD","移動_得意先_コード","1","fsol05","2009/10/21 18:15:06","fsol05","2009/10/21 18:15:06"
"ZT_ZYUKI_SETTI_INFO","什器設置情報データ","IX_ZT_ZYUKI_SETTI_INFO02","IX_ZT_ZYUKI_SETTI_INFO02","IE","KANRI_HYOU_NO","管理_票_番号","1","fsol05","2009/10/30 18:20:06","fsol05","2009/10/30 18:20:06"
"ZT_ZYUKI_SETTI_INFO","什器設置情報データ","PK_ZT_ZYUKI_SETTI_INFO","XPK什器設置情報データ","PK","SETTI_IRAISYO_NO","設置_依頼書_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:15:52"
"ZV_CD_GINKOU_SITEN02","銀行支店コードビュー02","XPKZV_CD_GINKOU_SITEN01","XPK銀行支店コードビュー","PK","GINKOU_CD","銀行_コード","1","fsol05","2010/01/21 13:47:17","fsol05","2010/01/21 15:26:46"
"ZV_CD_GINKOU_SITEN02","銀行支店コードビュー02","XPKZV_CD_GINKOU_SITEN01","XPK銀行支店コードビュー","PK","GINKOU_SITEN_CD","銀行_支店_コード","2","fsol05","2010/01/21 13:47:17","fsol05","2010/01/21 15:26:46"
"ZM_CHANNEL_BUNRUI","チャネル分類マスタ","XPKZM_CHANNEL_BUNRUI","XPKチャネル分類マスタ","PK","CHANNEL_KBN","チャネル_区分","1","fsol09","2011/01/18 22:50:46","fsol22","2011/01/25 18:29:01"
"ZM_HSK_SIZAI","販促資材マスタ","XPKZM_HSK_SIZAI","XPK販促資材マスタ","PK","HINMOKU_CD","品目_コード","1","fsol05","2010/10/07 19:54:56","fsol10","2010/10/12 13:34:54"
"ZM_HSK_SIZAI","販促資材マスタ","XPKZM_HSK_SIZAI","XPK販促資材マスタ","PK","KAISYA_CD","会社_コード","2","fsol05","2010/10/07 19:54:56","fsol10","2010/10/12 13:34:54"
"ZM_KAISYA_KASAIMOKU","会社別科目細目マスタ","XPKZM_KAISYA_KASAIMOKU","XPK会社別科目細目マスタ","PK","KAISYA_CD","会社_コード","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 18:30:34"
"ZM_KAISYA_KASAIMOKU","会社別科目細目マスタ","XPKZM_KAISYA_KASAIMOKU","XPK会社別科目細目マスタ","PK","KAMOKU_CD","科目_コード","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 18:30:34"
"ZM_KAISYA_KASAIMOKU","会社別科目細目マスタ","XPKZM_KAISYA_KASAIMOKU","XPK会社別科目細目マスタ","PK","SAIMOKU_CD","細目_コード","3","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 18:30:34"
"ZM_KAISYA_KASAIMOKU_CON","会社別科目細目制御マスタ","XPKZM_KAISYA_KASAIMOKU_CON","XPK会社別科目細目制御マスタ","PK","KAISYA_CD","会社_コード","1","fsol05","2010/10/07 19:54:56","fsol07","2011/02/03 11:28:27"
"ZM_KAISYA_KASAIMOKU_CON","会社別科目細目制御マスタ","XPKZM_KAISYA_KASAIMOKU_CON","XPK会社別科目細目制御マスタ","PK","KAMOKU_CD","科目_コード","2","fsol05","2010/10/07 19:54:56","fsol07","2011/02/03 11:28:27"
"ZM_KAISYA_KASAIMOKU_CON","会社別科目細目制御マスタ","XPKZM_KAISYA_KASAIMOKU_CON","XPK会社別科目細目制御マスタ","PK","SAIMOKU_CD","細目_コード","3","fsol05","2010/10/07 19:54:56","fsol07","2011/02/03 11:28:27"
"ZM_KAMOKU_INFO","科目情報マスタ","XPKZM_KAMOKU_INFO","XPK科目情報マスタ","PK","KAISYA_CD","会社_コード","1","fsol05","2010/10/07 19:54:56","fsol10","2010/10/12 13:36:32"
"ZM_KAMOKU_INFO","科目情報マスタ","XPKZM_KAMOKU_INFO","XPK科目情報マスタ","PK","KAMOKU_CD","科目_コード","2","fsol05","2010/10/07 19:54:56","fsol10","2010/10/12 13:36:32"
"ZM_KASAIMOKU","科目細目マスタ","XPKZM_KASAIMOKU","XPK科目細目マスタ","PK","KAMOKU_CD","科目_コード","1","fsol05","2010/10/07 19:54:56","fsol10","2010/10/12 13:35:43"
"ZM_KASAIMOKU","科目細目マスタ","XPKZM_KASAIMOKU","XPK科目細目マスタ","PK","SAIMOKU_CD","細目_コード","2","fsol05","2010/10/07 19:54:56","fsol10","2010/10/12 13:35:43"
"ZM_KIHON_KAKAKU","基本価格マスタ","XPKZM_KIHON_KAKAKU","XPK基本価格マスタ","PK","BUSYO_CD","部署_コード","1","fsol05","2010/10/07 19:54:56","fsol10","2010/10/12 11:55:06"
"ZM_KIHON_KAKAKU","基本価格マスタ","XPKZM_KIHON_KAKAKU","XPK基本価格マスタ","PK","SHN_CD","商品_コード","2","fsol05","2010/10/07 19:54:56","fsol10","2010/10/12 11:55:06"
"ZM_KIHON_KAKAKU","基本価格マスタ","XPKZM_KIHON_KAKAKU","XPK基本価格マスタ","PK","TANKA_NO","単価_番号","3","fsol05","2010/10/07 19:54:56","fsol10","2010/10/12 11:55:06"
"ZM_KIHON_KAKAKU","基本価格マスタ","XPKZM_KIHON_KAKAKU","XPK基本価格マスタ","PK","TEKIYOU_START_BI","適用_開始_日","4","fsol05","2010/10/07 19:54:56","fsol10","2010/10/12 11:55:06"
"ZM_KOUZA_KANRI","口座管理マスタ","XPKZM_KOUZA_KANRI","XPK口座管理マスタ","PK","KOUZA_NO","口座_番号","1","fsol05","2010/10/07 19:54:56","fsol10","2011/02/23 16:08:57"
"ZM_KRRPT_ETC_SYOUSAI","経理日報その他詳細パターンマスタ","XPKZM_KRRPT_ETC_SYOUSAI","XPK経理日報その他詳細パターンマスタ","PK","NYUKIN_NAIYOU_CD","入金_内容_コード","1","fsol05","2010/10/07 19:54:56","fsol10","2010/12/09 13:51:39"
"ZM_OROSI_RUISIN_NEBIKI","卸累進値引マスタ","XPKZM_OROSI_RUISIN_NEBIKI","XPK卸累進値引マスタ","PK","KINGAKU_HANI_START","金額_範囲_開始","1","fsol05","2010/10/07 19:54:56","fsol10","2010/10/12 13:10:00"
"ZM_OROSI_RUISIN_NEBIKI","卸累進値引マスタ","XPKZM_OROSI_RUISIN_NEBIKI","XPK卸累進値引マスタ","PK","KINGAKU_HANI_END","金額_範囲_終了","2","fsol05","2010/10/07 19:54:56","fsol10","2010/10/12 13:10:00"
"ZM_SEIKYU_SAKI_KOUZA","請求先口座対応マスタ","XPKZM_SEIKYU_SAKI_KOUZA","XPK請求先口座対応マスタ","PK","SEIKYU_SAKI_CD","請求_先_コード","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 18:32:55"
"ZT_AZUKEIRE_KBS_SINSEI","預入後過不足申請データ","XPKZT_AZUKEIRE_KBS_SINSEI","XPK預入後過不足申請データ","PK","SINSEI_NO","申請_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 18:35:22"
"ZT_AZUKEIRE_SINSEI_HED","預入申請データ_ヘッダ","XPKZT_AZUKEIRE_SINSEI_HED","XPK預入申請データ_ヘッダ","PK","SINSEI_NO","申請_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 18:36:12"
"ZT_AZUKEIRE_SINSEI_HED","預入申請データ_ヘッダ","XPKZT_AZUKEIRE_SINSEI_HED","XPK預入申請データ_ヘッダ","PK","AZUKEIRE_KOGITTE_KIN12","預入_小切手_金額12","2","fsol22","2011/01/25 16:17:06","fsol22","2011/01/25 18:36:12"
"ZT_AZUKEIRE_SINSEI_MEI","預入申請データ_明細","XPKZT_AZUKEIRE_SINSEI_MEI","XPK預入申請データ_明細","PK","SINSEI_NO","申請_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 18:40:23"
"ZT_AZUKEIRE_SINSEI_MEI","預入申請データ_明細","XPKZT_AZUKEIRE_SINSEI_MEI","XPK預入申請データ_明細","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 18:40:23"
"ZT_DENPYOU_HED","伝票データ_ヘッダ","XPKZT_DENPYOU_HED","XPK伝票データ_ヘッダ","PK","DENPYOU_NO","伝票_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 18:45:12"
"ZT_DENPYOU_HED_DBK","伝票データ_ヘッダ_日次退避","XPKZT_DENPYOU_HED_DBK","XPK伝票データ_ヘッダ_日次退避","PK","DENPYOU_NO","伝票_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 18:46:12"
"ZT_DENPYOU_MEI","伝票データ_明細","XPKZT_DENPYOU_MEI","XPK伝票データ_明細","PK","DENPYOU_NO","伝票_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:06:17"
"ZT_DENPYOU_MEI","伝票データ_明細","XPKZT_DENPYOU_MEI","XPK伝票データ_明細","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:06:17"
"ZT_DENPYOU_MEI_DBK","伝票データ_明細_日次退避","XPKZT_DENPYOU_MEI_DBK","XPK伝票データ_明細_日次退避","PK","DENPYOU_NO","伝票_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:06:51"
"ZT_DENPYOU_MEI_DBK","伝票データ_明細_日次退避","XPKZT_DENPYOU_MEI_DBK","XPK伝票データ_明細_日次退避","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:06:51"
"ZT_ETS_BETU_NOUHIN_RUI","営業所得意先商品別納品累積データ","XPKZT_ETS_BETU_NOUHIN_RUI","XPK営業所得意先商品別納品累積データ","PK","TOK_CD","得意先_コード","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:08:47"
"ZT_ETS_BETU_NOUHIN_RUI","営業所得意先商品別納品累積データ","XPKZT_ETS_BETU_NOUHIN_RUI","XPK営業所得意先商品別納品累積データ","PK","SIME_YMD","締_年月日","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:08:47"
"ZT_ETS_BETU_NOUHIN_RUI","営業所得意先商品別納品累積データ","XPKZT_ETS_BETU_NOUHIN_RUI","XPK営業所得意先商品別納品累積データ","PK","SHN_CD","商品_コード","3","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:08:47"
"ZT_HASAN_SAIKEN_TOUROKU","破産債権登録データ","XPKZT_HASAN_SAIKEN_TOUROKU","XPK破産債権登録データ","PK","TOK_CD","得意先_コード","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:10:25"
"ZT_HASAN_ZANDAKA","破産残高データ","XPKZT_HASAN_ZANDAKA","XPK破産残高データ","PK","DENPYOU_BI","伝票_日","1","fsol05","2010/10/07 19:54:56","fsol10","2010/10/12 13:33:54"
"ZT_HASAN_ZANDAKA","破産残高データ","XPKZT_HASAN_ZANDAKA","XPK破産残高データ","PK","DENPYOU_NO","伝票_番号","2","fsol05","2010/10/07 19:54:56","fsol10","2010/10/12 13:33:54"
"ZT_HASAN_ZANDAKA","破産残高データ","XPKZT_HASAN_ZANDAKA","XPK破産残高データ","PK","TOK_CD","得意先_コード","3","fsol05","2010/10/07 19:54:56","fsol10","2010/10/12 13:33:54"
"ZT_HORYU_KGTG","保留小切手手形データ","XPKZT_KRRPT_HORYU_KGTG","XPK経理日報保留小切手手形データ","PK","SINSEI_NO","申請_番号","1","fsol05","2010/10/07 19:54:56","fsol10","2011/02/08 16:28:28"
"ZT_HORYU_KGTG","保留小切手手形データ","XPKZT_KRRPT_HORYU_KGTG","XPK経理日報保留小切手手形データ","PK","HORYU_IN_MOTO_KBN","保留_入力_元_区分","2","fsol10","2011/02/01 09:41:43","fsol10","2011/02/08 16:28:28"
"ZT_HORYU_KGTG","保留小切手手形データ","XPKZT_KRRPT_HORYU_KGTG","XPK経理日報保留小切手手形データ","PK","MEI_NO","明細_番号","3","fsol05","2010/10/07 19:54:56","fsol10","2011/02/08 16:28:28"
"ZT_HSK_GEKKAN_RUI","販促月間累積データ","XPKZT_HSK_GEKKAN_RUI","XPK販促月間累積データ","PK","TOK_CD","得意先_コード","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:12:42"
"ZT_HSK_GEKKAN_RUI","販促月間累積データ","XPKZT_HSK_GEKKAN_RUI","XPK販促月間累積データ","PK","SIME_YMD","締_年月日","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:12:42"
"ZT_HSK_HIS","販促履歴データ","XPKZT_HSK_HIS","XPK販促履歴データ","PK","TOK_CD","得意先_コード","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:13:55"
"ZT_HSK_HIS","販促履歴データ","XPKZT_HSK_HIS","XPK販促履歴データ","PK","DENPYOU_BI","伝票_日","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:13:55"
"ZT_HSK_HIS","販促履歴データ","XPKZT_HSK_HIS","XPK販促履歴データ","PK","DENPYOU_NO","伝票_番号","3","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:13:55"
"ZT_HSK_KAISYU_KANRI","販促回収管理データ","XPKZT_HSK_KAISYU_KANRI","XPK販促回収管理データ","PK","TOK_CD","得意先_コード","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:14:30"
"ZT_HSK_KAISYU_KANRI","販促回収管理データ","XPKZT_HSK_KAISYU_KANRI","XPK販促回収管理データ","PK","SIME_YMD","締_年月日","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:14:30"
"ZT_HSK_NOUHIN_DENPYOU","有償販促伝票データ","XPKZT_HSK_NOUHIN_DENPYOU","XPK有償販促伝票データ","PK","DENPYOU_NO","伝票_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:16:50"
"ZT_HSK_NOUHIN_NYUKIN","販促納品入金データ","XPKZT_HSK_NOUHIN_NYUKIN","XPK販促納品入金データ","PK","DENPYOU_NO","伝票_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:25:45"
"ZT_HSK_NOUHIN_NYUKIN_DBK","販促納品入金データ_日次退避","XPKZT_HSK_NOUHIN_NYUKIN_DBK","XPK販促納品入金データ_日次退避","PK","DENPYOU_NO","伝票_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:27:31"
"ZT_HSK_NOUHIN_NYUKIN_DBK","販促納品入金データ_日次退避","XPKZT_HSK_NOUHIN_NYUKIN_DBK","XPK販促納品入金データ_日次退避","PK","URI_KEIZYOU_BI","売上_計上_日","2","fsol22","2011/01/25 18:05:04","fsol22","2011/01/25 19:27:31"
"ZT_HSK_NYUKIN_DENPYOU","販促入金伝票データ","XPKZT_HSK_NYUKIN_DENPYOU","XPK販促入金伝票データ","PK","DENPYOU_NO","伝票_番号","1","fsol05","2010/10/07 19:54:56","fsol09","2011/01/28 15:52:55"
"ZT_HSK_SEIKYU_KAKUTEI_HED","販促請求確定データ_ヘッダ","XPKZT_HSK_SEIKYU_KAKUTEI_HED","XPK販促請求確定データ_ヘッダ","PK","BUSYO_CD","部署_コード","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:32:37"
"ZT_HSK_SEIKYU_KAKUTEI_HED","販促請求確定データ_ヘッダ","XPKZT_HSK_SEIKYU_KAKUTEI_HED","XPK販促請求確定データ_ヘッダ","PK","SIME_YMD","締_年月日","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:32:37"
"ZT_HSK_SEIKYU_KAKUTEI_HED","販促請求確定データ_ヘッダ","XPKZT_HSK_SEIKYU_KAKUTEI_HED","XPK販促請求確定データ_ヘッダ","PK","SEIKYU_SAKI_CD","請求_先_コード","3","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:32:37"
"ZT_HSK_SEIKYU_KAKUTEI_MEI","販促請求確定データ_明細","XPKZT_HSK_SEIKYU_KAKUTEI_MEI","XPK販促請求確定データ_明細","PK","BUSYO_CD","部署_コード","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:33:50"
"ZT_HSK_SEIKYU_KAKUTEI_MEI","販促請求確定データ_明細","XPKZT_HSK_SEIKYU_KAKUTEI_MEI","XPK販促請求確定データ_明細","PK","SIME_YMD","締_年月日","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:33:50"
"ZT_HSK_SEIKYU_KAKUTEI_MEI","販促請求確定データ_明細","XPKZT_HSK_SEIKYU_KAKUTEI_MEI","XPK販促請求確定データ_明細","PK","SEIKYU_SAKI_CD","請求_先_コード","3","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:33:50"
"ZT_HSK_SEIKYU_KAKUTEI_MEI","販促請求確定データ_明細","XPKZT_HSK_SEIKYU_KAKUTEI_MEI","XPK販促請求確定データ_明細","PK","TOK_CD","得意先_コード","4","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:33:50"
"ZT_HSK_SIMEBI_RUI","販促締日累積データ","XPKZT_HSK_SIMEBI_RUI","XPK販促締日累積データ","PK","TOK_CD","得意先_コード","1","fsol05","2010/10/07 19:54:56","fsol10","2010/10/12 13:19:15"
"ZT_HSK_SIMEBI_RUI","販促締日累積データ","XPKZT_HSK_SIMEBI_RUI","XPK販促締日累積データ","PK","SIME_YMD","締_年月日","2","fsol05","2010/10/07 19:54:56","fsol10","2010/10/12 13:19:15"
"ZT_HSK_SYAGAI_NOUHIN_HED","販促資材社外納品データ_ヘッダ","XPKZT_HSK_SYAGAI_NOUHIN_HED","XPK販促資材社外納品データ_ヘッダ","PK","SOUHU_SINSEI_NO","送付_申請_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:35:37"
"ZT_HSK_SYAGAI_NOUHIN_MEI","販促資材社外納品データ_明細","XPKZT_HSK_SYAGAI_NOUHIN_MEI","XPK販促資材社外納品データ_明細","PK","SOUHU_SINSEI_NO","送付_申請_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:36:21"
"ZT_HSK_SYAGAI_NOUHIN_MEI","販促資材社外納品データ_明細","XPKZT_HSK_SYAGAI_NOUHIN_MEI","XPK販促資材社外納品データ_明細","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:36:21"
"ZT_HSK_SYANAI_SOUHU","販促社内送付データ","XPKZT_HSK_SYANAI_SOUHU","XPK販促社内送付データ","PK","SOUHU_SINSEI_NO","送付_申請_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:37:04"
"ZT_HSK_SYANAI_SOUHU","販促社内送付データ","XPKZT_HSK_SYANAI_SOUHU","XPK販促社内送付データ","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:37:04"
"ZT_HSK_SYANAI_ZYURYOU","販促社内受領データ","XPKZT_HSK_SYANAI_ZYURYOU","XPK販促社内受領データ","PK","ZYURYOU_SINSEI_NO","受領_申請_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:37:43"
"ZT_HSK_SYANAI_ZYURYOU","販促社内受領データ","XPKZT_HSK_SYANAI_ZYURYOU","XPK販促社内受領データ","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:37:43"
"ZT_HSK_UKEBARAI","販促資材受払データ","XPKZT_HSK_UKEBARAI","XPK販促資材受払データ","PK","SOUHU_SINSEI_NO","送付_申請_番号","1","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:38:14"
"ZT_HSK_UKEBARAI","販促資材受払データ","XPKZT_HSK_UKEBARAI","XPK販促資材受払データ","PK","MEI_NO","明細_番号","2","fsol05","2010/10/07 19:54:56","fsol22","2011/01/25 19:38:14"
