メッセージID,メッセージタイプID,メッセージ,登録担当者,登録日付,更新担当者,更新時間
"E998","3","帳票出力に失敗しました。","wt01","2008/11/18 13:58:07","wt01","2008/11/20 16:11:09"
"E999","3","ダウンロード中にエラーが発生しました。","wt01","2008/11/20 13:56:51","wt01","2008/11/20 13:56:51"
"I001","2","「%1」にコード[%2]が登録されました。","fsol07","2008/05/15 10:25:16","fsol07","2008/05/15 10:27:41"
"I002","2","社員　%1：%2のパスワードを初期化しました。","wt01","2008/07/28 15:36:18","wt01","2008/07/28 15:36:18"
"I003","2","既に「%1」「%2」により登録されています。上書きしてよろしいですか。","wt01","2008/08/07 10:02:48","wt01","2008/08/07 10:02:48"
"I004","2","データの設定を行います。よろしいですか？","fukagawa","2008/03/12 18:07:49","wt01","2008/09/11 20:52:43"
"I005","2","データの申請を行います。よろしいですか？","wt01","2008/09/11 20:53:07","wt01","2008/09/11 20:53:07"
"I006","2","データの可決を行います。よろしいですか？","wt01","2008/09/11 20:53:22","wt01","2008/09/11 20:53:22"
"I007","2","データの否決を行います。よろしいですか？","wt01","2008/09/11 20:53:51","wt01","2008/09/11 20:53:51"
"I008","2","「%1」が「%2」されました。","lpa03","2008/10/27 15:38:44","lpa03","2008/10/27 15:38:44"
"I009","2","変更する情報がありませんでした。","lpa01","2008/10/21 14:17:01","lpa01","2008/10/22 12:33:37"
"I010","2","変更後口座はほかの支払先が使われている口座ですが、%1してもよろしいですか？","base08","2008/12/12 11:46:58","base00","2009/04/25 19:49:02"
"I011","2","%1件中、%2件処理しました。","base01","2008/11/10 18:17:13","base01","2008/11/10 18:17:13"
"I012","2","正常終了しました。","fsol09","2008/12/19 14:03:05","fsol09","2008/12/19 16:20:33"
"I013","2","%1伝票No[%2]が%3されました。","fsol20","2009/02/24 14:04:46","fsol20","2009/04/06 13:53:37"
"I014","2","手数料再計算しました。","base01","2009/03/02 15:19:38","base01","2009/03/02 15:19:38"
"I015","2","確定対象が存在しない為、請求確定区分のみの更新となります。よろしいですか？","fsol20","2009/04/02 10:34:00","fsol20","2009/04/02 10:34:00"
"I016","2","%1の管理票Ｎｏです。","fsol05","2009/04/30 23:27:30","fsol05","2009/04/30 23:27:30"
"I017","2","この依頼は%1に%2によって未受付に戻されています。作業会社への二重手配に注意してください。","fsol05","2009/04/30 23:27:30","fsol05","2009/04/30 23:27:30"
"I018","2","供出・供与伝票の「運送業者名」、「住所」、「電話番号」は手書きで記入してください。","fsol05","2009/04/30 23:27:30","fsol05","2009/04/30 23:27:30"
"I019","2","既に同一管理票Ｎｏの%1が手配されています。","fsol05","2009/04/30 23:27:30","fsol05","2009/04/30 23:27:30"
"I020","2","請求金額が保険金上限を超えています。よろしいですか？","fsol05","2009/04/30 23:27:30","fsol05","2009/04/30 23:27:30"
"I021","2","既に入金金額が入力済の行が存在します。上書きしてよろしいですか？","fsol05","2009/04/30 23:27:30","fsol05","2009/04/30 23:27:30"
"I022","2","赤伝票と黒伝票を登録します。よろしいですか？","fsol05","2009/04/30 23:27:30","fsol05","2009/04/30 23:27:30"
"I023","2","受付を取消します。よろしいですか？","fsol05","2009/04/30 23:27:30","fsol05","2009/04/30 23:27:30"
"I024","2","出力結果：%1件　%2円","fsol14","2009/05/07 18:43:43","fsol14","2009/05/07 18:43:43"
"I025","2","「%1」に番号[%2]が登録されました。","fsol05","2009/06/04 20:18:12","fsol05","2009/06/04 20:18:12"
"I026","2","支払を取消します。よろしいですか？","base08","2009/06/05 09:23:29","base08","2009/06/05 09:23:29"
"I027","2","請求を取消します。よろしいですか？","fsol08","2009/06/08 13:18:30","fsol08","2009/06/08 13:18:30"
"I028","2","%1が正常終了しました。","base01","2009/06/11 16:50:13","base01","2009/06/11 16:50:13"
"I029","2","赤黒処理を行います。よろしいですか？","fsol14","2009/07/02 09:29:30","fsol14","2009/07/02 09:43:47"
"I030","2","売渡単価が変更されています。部品単価マスタより、読み直します。","fsol05","2009/07/21 15:30:48","fsol05","2009/07/21 15:30:48"
"I031","2","「%1」が取得できませんでした。","fsol05","2009/07/22 18:08:45","fsol05","2009/07/22 18:08:45"
"I032","2","%1チャネルがＦＯです。%2協定書入力を実施してください。","fsol14","2009/08/06 16:27:41","fsol14","2009/08/10 11:50:10"
"I033","2","ロケーションに什器が残っています。必要があれば処理してください。","fsol14","2009/09/09 14:10:52","fsol14","2009/09/09 14:10:52"
"I034","2","既に登録済みの%1が存在します。登録しますか？","lpa00","2009/09/24 17:07:08","lpa00","2009/09/24 17:07:08"
"I035","2","変更できない状態の管理票が含まれているため、行削除のみが行えます。","fsol05","2009/09/28 20:42:10","fsol05","2009/09/28 20:42:10"
"I036","2","リース期間が未設定のため、保険修理は使用できませんが、よろしいですか？","fsol14","2009/10/07 16:54:04","fsol14","2009/10/07 16:54:04"
"I037","2","締処理中の支払先です。G2申請部署に確認をしてください。","lpa00","2010/02/25 09:35:30","lpa00","2010/02/25 11:05:28"
"I038","2","伝票NO[%1]でデータを確定しました。","fsol10","2011/02/07 22:14:40","fsol10","2011/02/07 22:14:40"
"I039","2","入力した口座番号と明細部に表示されている口座番号が異なっています。明細部に表示されている口座番号で更新しますが、よろしいですか？","fsol10","2011/02/07 22:14:40","fsol10","2011/02/07 22:14:40"
"I040","2","%1を削除します。よろしいですか？","fsol12","2011/03/18 14:56:01","fsol12","2011/03/18 14:56:43"
"I986","2","新規通知はありません。","wt02","2009/10/09 11:56:09","wt02","2009/10/09 11:56:09"
"I987","2","只今、本機能は使用できません。","wt02","2008/11/27 13:53:28","wt02","2008/12/10 16:09:42"
"I988","2","保存が完了しました。確認してください。","wt01","2008/11/21 11:12:23","wt01","2008/11/21 11:12:23"
"I989","2","印刷が完了しました。確認してください。","wt01","2008/11/20 13:42:26","wt01","2008/11/20 13:42:26"
"I990","2","処理がキャンセルされました。","wt01","2008/11/20 13:41:13","wt01","2008/11/20 13:41:13"
"I991","2","入力途中のデータは印刷されません。%QR%印刷処理を継続しますか？","wt01","2008/11/14 13:06:53","wt01","2008/11/14 13:06:53"
"I992","2","修正中のデータがあります。画面をクリアしてもよろしいですか？","fsol00","2008/11/09 18:17:09","wt01","2008/11/14 13:06:39"
"I993","2","修正中のデータがあります。画面を終了してもよろしいですか？","wt01","2008/08/13 10:23:50","wt01","2008/08/13 10:23:50"
"I994","2","画面を終了します。よろしいですか？","fukagawa","2008/03/21 13:12:33","fukagawa","2008/04/16 10:23:45"
"I995","2","画面のクリアを行います。よろしいですか？","fukagawa","2008/03/12 18:08:36","fukagawa","2008/04/16 10:23:34"
"I996","2","データの確定を行います。よろしいですか？","wt03","2008/09/16 13:17:11","wt03","2008/09/16 13:17:11"
"I997","2","明細行の削除を行います。よろしいですか？","fukagawa","2008/03/12 18:07:34","wt01","2008/08/13 10:26:06"
"I998","2","Excelの出力を行います。よろしいですか？","fukagawa","2008/03/12 17:50:01","wt01","2008/08/13 10:26:16"
"I999","2","印刷を行います。よろしいですか？","fukagawa","2008/03/12 17:49:39","wt01","2008/08/13 10:26:26"
"W001","4","通知内容が100件以上ありますが、99件まで表示しています。","wt01","2008/08/12 19:51:43","wt01","2008/08/12 20:09:00"
"W002","4","データ件数が%1件を超えました。","lpa02","2008/10/22 13:39:09","lpa02","2008/12/12 18:20:24"
"W003","4","最大明細件数%1を超えています。表示してもよろしいですか？","fsol14","2008/11/12 11:38:53","fsol14","2008/11/12 11:41:21"
"W004","4","得意先に紐付くロケーションが存在します。","lpa00","2008/11/19 12:24:20","lpa00","2008/11/19 12:24:20"
"W006","4","「年内請求書発行区分」が”出力する”の場合、「締日」を99(末締)から変更してよろしいですか？","lpa01","2008/12/16 16:16:34","lpa01","2008/12/16 16:16:34"
"W007","4","%1と%2が違います。","lpa02","2009/01/05 11:07:38","lpa02","2009/01/05 11:07:38"
"W008","4","「%1」が%2。よろしいですか？","lpa01","2009/01/13 10:40:41","lpa01","2009/01/13 10:40:41"
"W009","4","締日が変更されました。協定書入力で支払先の締日を変更して下さい。","lpa01","2009/01/13 10:57:05","lpa01","2009/01/13 10:57:05"
"W010","4","「%1」が変更されていません。","base01","2009/01/15 10:40:59","base00","2009/01/27 11:44:04"
"W011","4","協定書エラーが発生しました。「協定書エラーリスト」を確認して下さい。","base01","2009/04/13 16:24:56","base00","2009/04/17 12:43:18"
"W012","4","%1のデータ件数が%2件を超えました。","fsol05","2009/04/30 23:27:30","fsol05","2009/04/30 23:27:30"
"W013","4","支払中の有償契約がありました。","fsol05","2009/04/30 23:27:30","fsol05","2009/04/30 23:27:30"
"W014","4","契約情報なしのデータがありました。","fsol05","2009/04/30 23:27:30","fsol05","2009/04/30 23:27:30"
"W015","4","%1が%2と同一のデータがありました。","fsol05","2009/04/30 23:27:30","fsol05","2009/04/30 23:27:30"
"W016","4","既にロケーション登録されている直販FOがありました。","fsol14","2009/07/08 13:20:49","fsol14","2009/07/08 13:20:49"
"W017","4","引落確定日が確定していないデータがありました。","fsol14","2009/07/13 15:35:02","fsol14","2009/07/13 15:35:02"
"W018","4","リベート支払条件は継承されます。ロケーション登録で「売上報告区分」と「売上報告日」を登録してください。","fsol05","2009/07/17 12:51:49","fsol05","2009/07/17 12:51:49"
"W019","4","%1が%2。%3してよろしいですか？","lpa00","2010/02/22 14:49:06","lpa00","2010/02/22 14:50:36"
"W020","4","%1行目の「%2」に入力したコード[%3]は%4で使用されています。","fsol07","2011/01/24 11:44:16","fsol07","2011/02/08 16:49:50"
"W021","4","%1行目のロケーションは、同条件の支払が存在します。","fsol07","2011/02/01 19:31:08","fsol07","2011/02/01 19:31:08"
"W022","4","取引条件がありませんでした。「%1」","fsol10","2011/02/08 09:24:04","fsol10","2011/02/08 09:24:04"
"W023","4","親子計算方法は按分ですが、値引区分に「卸得意先別単価にて設定」が設定されています。「%1」","fsol10","2011/02/08 09:24:04","fsol10","2011/02/08 09:24:04"
"W024","4","エラーデータが存在しています。確認してください。","fsol10","2011/02/08 09:24:04","fsol10","2011/02/08 09:24:04"
"W025","4","過去稼働日[%1]の経理日報(直販)が申請されていません。申請を続けますか？","fsol10","2011/02/08 09:24:04","fsol10","2011/02/08 09:24:04"
"W026","4","更新内容が失われます。よろしいですか？","fsol10","2011/02/08 09:24:04","fsol10","2011/02/08 09:24:04"
"W027","4","入金予定に対する過不足が発生しています。よろしいですか？","fsol10","2011/02/08 09:24:04","fsol10","2011/02/08 09:24:04"
"W028","4","移管元部署と移管先部署の部署区分が違います。よろしいですか？","fsol10","2011/02/08 09:24:04","fsol10","2011/02/08 09:24:04"
"W029","4","データ件数が%1件を超えたため、%2できませんでした。","fsol07","2011/02/17 19:57:15","fsol07","2011/02/17 19:57:15"
"W030","4","%1の%2が%3されていません。","fsol07","2011/02/17 23:44:51","fsol07","2011/02/17 23:44:51"
"W031","4","%1が%2、%3を行います。","fsol07","2011/02/18 00:13:05","fsol07","2011/02/18 00:13:05"
"W032","4","%1[%2]で使用されています。","fsol07","2011/02/18 00:13:27","fsol07","2011/02/18 00:13:27"
"W033","4","%1が[%2]件あります｡%3してよろしいですか。","fsol07","2011/02/18 00:13:52","fsol07","2011/02/18 00:13:52"
"W034","4","%1行目のロケーションは、%2の入力値が%3","fsol12","2011/03/01 10:45:19","fsol12","2011/03/01 10:45:19"
"W035","4","%1行目に、%2が%3","fsol12","2011/03/01 10:46:17","fsol12","2011/03/01 18:29:09"
"W036","4","%1行目の%2は%3が異なります。","fsol12","2011/03/01 18:20:46","fsol12","2011/03/01 18:20:46"
"W037","4","%1データがありました。","fsol12","2011/03/18 15:02:59","fsol12","2011/03/18 15:02:59"
"W998","4","帳票データ取得時の最大件数を超えました。確認してください。","wt01","2008/11/20 13:48:54","wt01","2008/11/20 13:48:54"
"W999","4","帳票出力するデータが1件もありません。確認してください。","wt01","2008/11/20 13:48:26","wt01","2008/11/20 13:48:26"
