コードID,項目順序,表示幅,項目名,キー値順序,名称値順序,検索順序,検索タイプ,ソート順序,開始キー,コントロールID,コントロール名,属性ID,コンディションID,コンディション名,フォーマットID,IMEモードID,IMEモード名,作成者ID,作成日付,更新者ID,更新日付
"振込振分データヘッダコードビュー01","2","0","振込日","0","0","1","16","0","","TXT","テキストボックス","D","","","52","3","オフ固定","base03","2010/12/21 15:25:15","base03","2011/02/03 20:17:23"
"振込振分データヘッダコードビュー01","3","80","振込日","0","7","0","0","0","","","","","","","00","0","","base03","2010/12/21 15:25:15","base03","2011/02/03 20:17:23"
"振込振分データヘッダコードビュー01","4","0","振込日","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 17:50:35","base03","2011/02/03 20:17:23"
"振込振分データヘッダコードビュー01","5","80","請求先コード","0","3","3","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/17 17:50:35","base03","2011/02/03 20:17:23"
"振込振分データヘッダコードビュー01","6","270","請求先名","0","4","4","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/17 17:50:35","base03","2011/02/03 20:17:23"
"振込振分データヘッダコードビュー01","7","70","口座番号","0","2","2","1","0","","TXT","テキストボックス","SG","","","00","2","オフ","base03","2010/12/17 17:50:35","base03","2011/02/03 20:17:23"
"振込振分データヘッダコードビュー01","8","80","得意先コード","0","5","5","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/17 17:50:35","base03","2011/02/03 20:17:23"
"振込振分データヘッダコードビュー01","9","200","得意先名","0","6","6","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/17 17:50:35","base03","2011/02/03 20:17:23"
"科目細目コードビュー02","1","70","会社コード","0","1","1","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/16 14:27:32","base03","2011/03/01 11:02:23"
"科目細目コードビュー02","2","240","会社名","0","2","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/16 14:27:32","base03","2011/03/01 11:02:23"
"科目細目コードビュー02","3","70","科目コード","0","3","3","1","2","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/16 14:27:32","base03","2011/03/01 11:02:23"
"科目細目コードビュー02","4","108","科目名","0","4","4","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/16 14:27:32","base03","2011/03/01 11:02:23"
"科目細目コードビュー02","5","67","細目コード","1","5","5","1","3","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/16 14:27:32","base03","2011/03/01 11:02:23"
"科目細目コードビュー02","6","108","細目名","0","6","6","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/16 14:27:32","base03","2011/03/01 11:02:23"
"科目コードビュー02","1","70","会社コード","0","1","1","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/15 16:40:06","base03","2011/02/28 18:43:24"
"科目コードビュー02","2","250","会社名","0","2","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/15 16:40:06","base03","2011/02/28 18:43:24"
"科目コードビュー02","3","70","科目コード","1","3","3","1","2","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/15 16:40:06","base03","2011/02/28 18:43:24"
"科目コードビュー02","4","170","科目名","0","4","4","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/15 16:40:06","base03","2011/02/28 18:43:24"
"計上会社コードビュー01","1","40","計上会社コード","1","0","0","0","1","","","","","","","00","0","","fsol10","2011/01/14 13:11:35","fsol10","2011/01/21 10:11:19"
"計上会社コードビュー01","2","400","計上会社名称","0","1","0","0","0","","","","","","","00","0","","fsol10","2011/01/14 13:11:35","fsol10","2011/01/21 10:11:19"
"レンタル会員番号コードビュー01","1","100","レンタル会員番号","1","1","6","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/16 17:08:13","base03","2011/02/10 15:40:58"
"レンタル会員番号コードビュー01","2","80","得意先コード","0","2","3","1","2","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/16 17:08:13","base03","2011/02/10 15:40:58"
"レンタル会員番号コードビュー01","3","180","得意先名","0","3","4","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/16 17:08:13","base03","2011/02/10 15:40:58"
"レンタル会員番号コードビュー01","4","70","部署コード","0","4","1","1","4","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/16 17:08:13","base03","2011/02/10 15:40:58"
"レンタル会員番号コードビュー01","5","150","部署名","0","5","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/16 17:08:13","base03","2011/02/10 15:40:58"
"レンタル会員番号コードビュー01","6","80","管理票番号","0","6","5","1","5","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/16 17:08:13","base03","2011/02/10 15:40:58"
"レンタル会員番号コードビュー01","7","0","ロケーションコード","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/16 17:08:13","base03","2011/02/10 15:40:58"
"レンタル会員番号コードビュー01","8","280","ロケーション名","0","7","7","3","6","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/16 17:08:13","base03","2011/02/10 15:40:58"
"レンタル会員番号コードビュー01","9","0","出力番号","0","0","0","0","3","","","","","","","00","0","","base03","2010/12/16 17:08:13","base03","2011/02/10 15:40:58"
"レンタル会員番号コードビュー02","1","80","得意先コード","0","0","1","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/16 17:17:11","base03","2011/02/10 15:35:13"
"レンタル会員番号コードビュー02","2","150","得意先名","0","0","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/16 17:17:11","base03","2011/02/10 15:35:13"
"レンタル会員番号コードビュー02","3","100","レンタル会員番号","1","1","3","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/16 17:17:11","base03","2011/02/10 15:35:13"
"レンタル会員番号コードビュー02","4","90","ロケーションコード","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/16 17:17:11","base03","2011/02/10 15:35:13"
"レンタル会員番号コードビュー02","5","270","ロケーション名","0","2","4","3","2","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/16 17:17:11","base03","2011/02/10 15:35:13"
"レンタル会員番号コードビュー02","6","0","支払開始日","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/16 17:17:11","base03","2011/02/10 15:35:13"
"レンタル会員番号コードビュー02","7","80","支払開始日","0","3","0","0","0","","","","","","","00","0","","base03","2010/12/21 15:02:17","base03","2011/02/10 15:35:13"
"レンタル会員番号コードビュー02","8","0","支払終了日","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/16 17:17:11","base03","2011/02/10 15:35:13"
"レンタル会員番号コードビュー02","9","80","支払終了日","0","4","0","0","0","","","","","","","00","0","","base03","2010/12/21 15:02:17","base03","2011/02/10 15:35:13"
"レンタル会員番号コードビュー02","10","120","支払月額","0","5","0","0","0","","","","","","","12","0","","base03","2010/12/16 17:17:11","base03","2011/02/10 15:35:13"
"レンタル会員番号コードビュー02","11","0","今回回収金額12","0","0","0","0","0","","","","","","","12","0","","base03","2010/12/22 14:13:36","base03","2011/02/10 15:35:13"
"請求先口座コードビュー01","1","70","口座番号","1","1","5","1","0","","TXT","テキストボックス","SG","","","00","2","オフ","base03","2010/12/20 13:38:25","base03","2011/02/03 15:25:25"
"請求先口座コードビュー01","2","80","請求先コード","0","2","1","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/20 13:38:25","base03","2011/02/03 15:25:25"
"請求先口座コードビュー01","3","270","請求先名","0","3","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/20 13:38:25","base03","2011/02/03 15:25:25"
"請求先口座コードビュー01","4","0","主管区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/20 13:38:25","base03","2011/02/03 15:25:25"
"請求先口座コードビュー01","5","40","主管","0","4","0","0","0","","","","","","","00","0","","base03","2010/12/21 17:10:07","base03","2011/02/03 15:25:25"
"請求先口座コードビュー01","6","130","請求書発行部署コード","0","5","3","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/20 13:38:25","base03","2011/02/03 15:25:25"
"請求先口座コードビュー01","7","150","請求書発行部署名","0","6","4","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/20 13:38:25","base03","2011/02/03 15:25:25"
"請求先口座コードビュー01","8","0","画面更新日時","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/20 13:38:25","base03","2011/02/03 15:25:25"
"請求先口座コードビュー01","9","0","バッチ更新日時","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/20 13:38:25","base03","2011/02/03 15:25:25"
"請求先口座コードビュー02","1","70","口座番号","1","1","2","1","0","","TXT","テキストボックス","SG","","","00","2","オフ","base03","2010/12/20 14:01:23","base03","2011/02/07 16:07:15"
"請求先口座コードビュー02","2","0","主管区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/20 14:01:23","base03","2011/02/07 16:07:15"
"請求先口座コードビュー02","3","40","主管","0","4","0","0","0","","","","","","","00","0","","base03","2010/12/21 17:11:15","base03","2011/02/07 16:07:15"
"請求先口座コードビュー02","4","80","請求先コード","0","2","3","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/20 14:01:23","base03","2011/02/07 16:07:15"
"請求先口座コードビュー02","5","270","請求先名","0","3","4","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/20 14:01:23","base03","2011/02/07 16:07:15"
"請求先口座コードビュー02","6","130","請求書発行部署コード","0","5","5","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/20 14:01:23","base03","2011/02/07 16:07:15"
"請求先口座コードビュー02","7","150","請求書発行部署名","0","6","6","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/20 14:01:23","base03","2011/02/07 16:07:15"
"請求先口座コードビュー02","8","0","空き口座検索","0","0","1","20","0","","RDO","ラジオボタン","SB1","COD_AKIKOUZA_SRH_KBN01","空き口座検索区分01","00","0","","base03","2010/12/20 14:01:23","base03","2011/02/07 16:07:15"
"請求先口座コードビュー03","1","70","口座番号","0","1","5","1","0","","TXT","テキストボックス","SG","","","00","2","オフ","base03","2011/02/16 18:52:47","base03","2011/02/16 19:04:01"
"請求先口座コードビュー03","2","80","請求先コード","1","2","1","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2011/02/16 18:52:47","base03","2011/02/16 19:04:01"
"請求先口座コードビュー03","3","270","請求先名","0","3","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2011/02/16 18:52:47","base03","2011/02/16 19:04:01"
"請求先口座コードビュー03","4","0","主管区分","0","0","0","0","0","","","","","","","00","0","","base03","2011/02/16 18:52:47","base03","2011/02/16 19:04:01"
"請求先口座コードビュー03","5","40","主管","0","4","0","0","0","","","","","","","00","0","","base03","2011/02/16 18:52:47","base03","2011/02/16 19:04:01"
"請求先口座コードビュー03","6","130","請求書発行部署コード","0","5","3","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2011/02/16 18:52:47","base03","2011/02/16 19:04:01"
"請求先口座コードビュー03","7","150","請求書発行部署名","0","6","4","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2011/02/16 18:52:47","base03","2011/02/16 19:04:01"
"請求先口座コードビュー03","8","0","画面更新日時","0","0","0","0","0","","","","","","","00","0","","base03","2011/02/16 18:52:47","base03","2011/02/16 19:04:01"
"請求先口座コードビュー03","9","0","バッチ更新日時","0","0","0","0","0","","","","","","","00","0","","base03","2011/02/16 18:52:47","base03","2011/02/16 19:04:01"
"請求先コードビュー02","1","80","請求先コード","1","1","3","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:00"
"請求先コードビュー02","2","270","請求先名","0","2","4","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:00"
"請求先コードビュー02","3","0","郵便番号","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:00"
"請求先コードビュー02","4","0","地区コード","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:00"
"請求先コードビュー02","5","0","住所","0","0","5","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:00"
"請求先コードビュー02","6","270","住所１","0","10","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","7","270","住所２","0","11","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","8","270","住所３","0","12","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","9","0","電話番号１","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","10","0","電話番号２","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","11","0","代表者名","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","12","0","総括区分","0","0","6","20","0","","CMB","コンボボックス","SB1","COD_SOUKATU_KBN01","総括区分01","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","13","70","総括区分","0","3","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","14","0","親子計算方法","0","0","7","20","0","","CMB","コンボボックス","SB1","COD_OYAKO_CALC_HOU_KBN01","親子計算方法区分01","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","15","90","親子計算方法","0","4","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","16","70","取引条件","0","5","8","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","17","50","納品時","0","6","0","0","0","","","","","","","19","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","18","50","請求時","0","7","0","0","0","","","","","","","19","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","19","50","締日","0","8","0","0","0","","","","","","","10","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","20","0","回収サイクル区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","21","0","回収日","0","0","0","0","0","","","","","","","10","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","22","0","回収方法区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","23","0","年内請求書発行区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","24","130","請求書発行部署コード","0","13","1","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","25","150","請求書発行部署名","0","14","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","26","0","部署区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","27","0","税区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","28","70","税区分","0","9","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","29","0","調整区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","30","0","計算区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","31","0","め桁数区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","32","0","丸め区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","33","0","画面更新日時","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー02","34","0","バッチ更新日時","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 10:20:07","base03","2011/02/03 16:24:01"
"請求先コードビュー03","1","80","請求先コード","1","1","6","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/21 11:59:24","base03","2011/03/01 18:25:46"
"請求先コードビュー03","2","270","請求先名","0","2","1","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/21 11:59:24","base03","2011/03/01 18:25:46"
"請求先コードビュー03","3","130","請求書発行部署コード","0","5","4","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/21 11:59:24","base03","2011/03/01 18:25:46"
"請求先コードビュー03","4","150","請求書発行部署名","0","6","5","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/21 11:59:24","base03","2011/03/01 18:25:46"
"請求先コードビュー03","5","0","総括_区分","0","0","0","0","0","","","","","","","00","0","","fsol10","2011/02/14 16:02:20","base03","2011/03/01 18:25:46"
"請求先コードビュー03","6","80","得意先コード","0","3","2","1","2","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/21 11:59:24","base03","2011/03/01 18:25:46"
"請求先コードビュー03","7","200","得意先名","0","4","3","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/21 11:59:24","base03","2011/03/01 18:25:46"
"請求先コードビュー03","8","0","チャネル区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:59:24","base03","2011/03/01 18:25:46"
"請求先コードビュー03","9","0","チャネル_分類","0","0","0","0","0","","","","","","","00","0","","fsol10","2011/02/23 15:33:57","base03","2011/03/01 18:25:46"
"請求先コードビュー03","10","0","取引区分","0","0","0","0","0","","","","","","","00","0","","base03","2011/02/02 13:49:28","base03","2011/03/01 18:25:46"
"請求先コードビュー03","11","0","消費税_調整_区分","0","0","0","0","0","","","","","","","00","0","","fsol10","2011/02/23 15:33:58","base03","2011/03/01 18:25:46"
"請求先コードビュー03","12","0","担当_社員_コード","0","0","0","0","0","","","","","","","00","0","","fsol10","2011/02/23 15:33:58","base03","2011/03/01 18:25:46"
"請求先コードビュー03","13","0","管理_部署_コード","0","0","0","0","0","","","","","","","00","0","","fsol10","2011/02/23 15:33:58","base03","2011/03/01 18:25:46"
"請求先コードビュー03","14","0","管理_部署_名称_略","0","0","0","0","0","","","","","","","00","0","","fsol10","2011/02/23 15:33:58","base03","2011/03/01 18:25:46"
"請求先コードビュー03","15","0","破産更生区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:59:24","base03","2011/03/01 18:25:46"
"請求先コードビュー03","16","0","口座番号","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:59:24","base03","2011/03/01 18:25:46"
"請求先コードビュー03","17","80","基準_日","0","0","7","2","0","","TXT","テキストボックス","SG","","","00","2","オフ","fsol10","2011/02/15 15:56:37","base03","2011/03/01 18:25:46"
"請求先コードビュー04","1","0","適用開始日","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","2","0","適用終了日","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","3","80","請求先コード","1","1","4","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","4","270","請求先名","0","2","5","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","5","0","住所","0","0","6","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","6","270","住所１","0","12","0","0","0","","","","","","","00","0","","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","7","270","住所２","0","13","0","0","0","","","","","","","00","0","","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","8","270","住所３","0","14","0","0","0","","","","","","","00","0","","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","9","0","総括区分","0","0","7","20","0","","CMB","コンボボックス","SB1","COD_SOUKATU_KBN01","総括区分01","00","0","","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","10","70","総括区分","0","5","0","0","0","","","","","","","00","0","","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","11","0","親子計算方法","0","0","8","20","0","","CMB","コンボボックス","SB1","COD_OYAKO_CALC_HOU_KBN01","親子計算方法区分01","00","0","","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","12","90","親子計算方法","0","6","0","0","0","","","","","","","00","0","","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","13","70","取引条件","0","7","0","0","0","","","","","","","00","0","","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","14","50","納品時","0","8","0","0","0","","","","","","","19","0","","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","15","50","請求時","0","9","0","0","0","","","","","","","19","0","","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","16","50","締日","0","10","0","0","0","","","","","","","10","0","","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","17","130","請求書発行部署コード","0","15","2","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","18","150","請求書発行部署名","0","16","3","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","19","0","消費税区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","20","70","税区分","0","11","0","0","0","","","","","","","00","0","","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","21","70","口座番号","0","3","1","1","0","","TXT","テキストボックス","SG","","","00","2","オフ","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","22","0","主管区分","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"請求先コードビュー04","23","50","主管","0","4","0","0","0","","","","","","","00","0","","base03","2010/12/17 13:49:17","base03","2011/02/03 16:53:08"
"社員コードビュー03","1","0","適用開始日","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 15:49:56","base03","2010/12/17 15:52:19"
"社員コードビュー03","2","0","適用終了日","0","0","0","0","0","","","","","","","00","0","","base03","2010/12/17 15:49:56","base03","2010/12/17 15:52:19"
"社員コードビュー03","3","80","部署コード","0","1","1","1","2","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/17 15:49:56","base03","2010/12/17 15:52:19"
"社員コードビュー03","4","140","部署名","0","2","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/17 15:49:56","base03","2010/12/17 15:52:19"
"社員コードビュー03","5","0","役職コード","0","0","0","0","4","","","","","","","00","0","","base03","2010/12/17 15:49:56","base03","2010/12/17 15:52:19"
"社員コードビュー03","6","260","役職名","0","3","5","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/17 15:49:56","base03","2010/12/17 15:52:19"
"社員コードビュー03","7","70","社員コード","1","4","3","1","5","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/17 15:49:56","base03","2010/12/17 15:52:19"
"社員コードビュー03","8","210","社員名","0","5","4","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/17 15:49:56","base03","2010/12/17 15:52:19"
"社員コードビュー03","9","0","出力番号","0","0","0","0","1","","","","","","","00","0","","base03","2010/12/17 15:49:56","base03","2010/12/17 15:52:19"
"社員コードビュー03","10","0","役職コードソート用","0","0","0","0","3","","","","","","","00","0","","base03","2010/12/17 15:49:56","base03","2010/12/17 15:52:19"
"消費税率コードビュー01","1","80","適用_開始_日","0","0","0","0","0","","","","","","","00","0","","fsol05","2011/01/18 21:33:15","fsol05","2011/03/31 19:51:04"
"消費税率コードビュー01","2","80","適用_終了_日","0","0","0","0","0","","","","","","","00","0","","fsol05","2011/01/18 21:33:15","fsol05","2011/03/31 19:51:04"
"消費税率コードビュー01","3","40","消費税_率","1","0","0","0","0","","","","","","","19","0","","fsol05","2011/01/18 21:33:15","fsol05","2011/03/31 19:51:04"
"消費税率コードビュー01","4","40","消費税_率_単位_％","0","0","0","0","0","","","","","","","19","0","","fsol05","2011/01/18 21:33:15","fsol05","2011/03/31 19:51:04"
"消費税率コードビュー01","5","50","消費税_率_表示","0","1","0","0","0","","","","","","","00","0","","fsol05","2011/03/31 19:44:29","fsol05","2011/03/31 19:51:04"
"得意先コードビュー05","1","80","得意先コード","1","3","10","1","2","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","2","200","得意先名","0","4","1","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","3","0","住所","0","0","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","4","270","住所１","0","10","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","5","270","住所２","0","11","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","6","270","住所３","0","12","0","0","0","","","","","","","00","0","","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","7","80","請求先コード","0","1","8","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","8","0","担当社員コード","0","0","3","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","9","0","管理部署コード","0","0","5","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
"得意先コードビュー05","10","0","チャネル","0","0","7","20","0","","CMB","コンボボックス","SB1","COD_CHANNEL_KBN01","チャネル区分01","00","0","","base03","2010/12/21 11:02:43","base03","2011/03/04 09:20:09"
